matchid,team,score_progression,score
2003-22-04,FRE,4.2   6.6 12.10 14.12,96  
2003-22-05,POR,5.2   6.6  10.8 14.10,94  
2003-22-05,ADE,2.1   8.3   9.4  12.6,78  
2003-22-06,CAR,1.4   2.6   4.8   9.9,63  
2003-22-06,NM,5.5  12.8 22.11 28.19,187  
2003-22-07,RIC,1.0   7.1   9.4  11.8,74  
2003-22-07,HAW,5.3   9.5  10.9 11.12,78  
2003-23-EliminationFinal,ESS,3.3   7.6  11.8 15.11,101  
2003-23-EliminationFinal,FRE,2.2   3.4   4.6   8.9,57   
2003-24-EliminationFinal,ADE,3.4   7.6 11.12 16.17,113  
2003-24-EliminationFinal,WCE,1.1   3.4   5.7   8.9,57   
2003-25-QualifyingFinal,COL,2.2   5.5   6.8  9.12,66   
2003-25-QualifyingFinal,BRI,3.2   6.5   7.5   7.9,51   
2003-26-QualifyingFinal,SYD,4.4  11.5  14.8 15.10,100  
2003-26-QualifyingFinal,POR,3.2   4.7  10.8 13.10,88   
2003-27-SemiFinal,BRI,3.3   6.9 11.12 18.16,124  
2003-27-SemiFinal,ADE,3.2   4.4  10.7 12.10,82   
2003-28-SemiFinal,POR,5.2   7.4  10.7 12.11,83   
2003-28-SemiFinal,ESS,3.1   4.6   5.7   6.8,44   
2003-29-PreliminaryFinal,COL,6.3   7.5  11.6 17.10,112  
2003-29-PreliminaryFinal,POR,3.1   5.6  5.11  9.14,68   
2003-30-PreliminaryFinal,BRI,2.7   6.7  8.10 14.16,100  
2003-30-PreliminaryFinal,SYD,2.2   4.4   8.7   8.8,56   
2003-31-GrandFinal,BRI,5.5  11.7 14.12 20.14,134  
2003-31-GrandFinal,COL,3.3   4.7   9.7 12.12,84   
2004-01-00,RIC,2.5   6.7  11.9 14.13,97  
2004-01-00,COL,1.2   3.3   5.6   8.9,57  
2004-01-01,HAW,2.7  5.12 11.13 17.17,119  
2004-01-01,MEL,1.2   4.2   6.5 10.10,70  
2004-01-02,FRE,5.3   9.9 13.12 15.17,107  
2004-01-02,CAR,3.3   5.6   8.9  8.12,60  
2004-01-03,STK,3.0   8.2  16.4  19.8,122  
2004-01-03,GEE,4.1   5.4   6.7   9.7,61  
2004-01-04,BRI,1.3   5.6  8.12 11.14,80  
2004-01-04,SYD,4.3   8.7  8.11 11.12,78  
2004-01-05,POR,2.6  7.13 15.16 23.20,158  
2004-01-05,ESS,1.5   2.6  6.12  8.14,62  
2004-01-06,NM,2.3   8.5  17.7 23.11,149  
2004-01-06,ADE,4.7  4.11  9.13 10.14,74  
2004-01-07,WBD,7.2  11.6 16.11 20.17,137  
2004-01-07,WCE,5.5  11.8 15.10 22.12,144  
2004-02-00,MEL,6.7 12.10 16.12 20.15,135  
2004-02-00,RIC,3.1   6.1   8.3  12.4,76  
2004-02-01,COL,2.5   5.8 10.14 15.16,106  
2004-02-01,WBD,6.5  8.11 10.16 13.19,97  
2004-02-02,ADE,1.1   6.8  8.12 11.17,83  
2004-02-02,BRI,8.5  11.7 14.11 15.14,104  
2004-02-03,ESS,2.3   3.5   5.9  8.12,60  
2004-02-03,STK,3.5  5.10  7.15 13.16,94  
2004-02-04,WCE,4.0   7.3 12.10 17.13,115  
2004-02-04,POR,3.3  10.6  14.7 18.10,118  
2004-02-05,SYD,5.1   7.6  12.9 15.12,102  
2004-02-05,FRE,3.2   5.6   8.9 10.11,71  
2004-02-06,CAR,2.4   6.6  12.6  16.8,104  
2004-02-06,GEE,3.2   3.9  5.11  6.14,50  
2004-02-07,HAW,3.1   5.4   7.5  11.8,74  
2004-02-07,NM,5.2   7.5 12.10 15.13,103  
2004-03-00,BRI,2.2   8.5 15.11 21.11,137  
2004-03-00,COL,3.0   7.2  10.3  12.5,77  
2004-03-01,NM,7.0  12.3  14.5  17.9,111  
2004-03-01,CAR,4.4   8.6  13.7 16.10,106  
2004-03-02,ESS,8.0  10.1  16.3  22.5,137  
2004-03-02,WCE,3.0   7.5  15.8 20.11,131  
2004-03-03,SYD,3.2   7.3   7.5 10.13,73  
2004-03-03,GEE,2.2   7.5   9.7  10.7,67  
2004-03-04,POR,6.3  11.8 17.13 26.15,171  
2004-03-04,HAW,1.3   7.6  10.8 13.12,90  
2004-03-05,WBD,1.3   6.7  9.10 12.15,87  
2004-03-05,MEL,3.8  6.14  9.19 12.25,97  
2004-03-06,FRE,2.2   3.4   7.8 10.13,73  
2004-03-06,ADE,2.3  4.10  6.12  8.16,64  
2004-03-07,STK,4.3  10.6 12.12 16.18,114  
2004-03-07,RIC,5.0   7.2   8.6  10.9,69  
2004-04-00,CAR,3.3   6.6   7.7  12.8,80  
2004-04-00,ESS,1.3   5.8 13.11 17.15,117  
2004-04-01,MEL,5.1   8.7 12.14 18.16,124  
2004-04-01,POR,4.3   5.6   8.8 10.11,71  
2004-04-02,WCE,3.2   6.4  10.5  12.7,79  
2004-04-02,BRI,2.3   4.4  10.9 10.16,76  
2004-04-03,GEE,7.0  11.1  15.5 19.13,127  
2004-04-03,RIC,1.4   3.7  7.10 11.12,78  
2004-04-04,ADE,6.2   8.3  12.6  15.8,98  
2004-04-04,STK,5.1  10.2  15.3  18.5,113  
2004-04-05,NM,6.4   6.6   7.7 10.10,70  
2004-04-05,SYD,6.3  10.8 16.12 18.13,121  
2004-04-06,COL,2.3   3.4   5.7  7.12,54  
2004-04-06,FRE,3.3  7.10 10.12 12.16,88  
2004-04-07,HAW,3.5   5.8   9.9 14.13,97  
2004-04-07,WBD,2.6   7.9 13.11 16.13,109  
2004-05-00,RIC,2.0   3.2   6.4   9.5,59  
2004-05-00,ADE,4.2  13.4  15.5  21.8,134  
2004-05-01,CAR,2.2   7.3  10.6  14.8,92  
2004-05-01,WCE,0.2   0.4   2.6   6.7,43  
2004-05-02,STK,7.4   8.6  13.8 20.10,130  
2004-05-02,NM,1.5  3.12  7.13  8.17,65  
2004-05-03,BRI,5.3 10.10 12.17 14.26,110  
2004-05-03,HAW,3.1   4.1   6.4   9.8,62  
2004-05-04,SYD,6.1   9.1  13.6  15.9,99  
2004-05-04,MEL,2.2  10.4  11.8  17.9,111  
2004-05-05,COL,1.2   6.5  10.9 11.13,79  
2004-05-05,ESS,5.3   8.6  13.7 17.10,112  
2004-05-06,POR,5.5  10.6 13.10 17.17,119  
2004-05-06,WBD,3.1  4.11  5.17  7.22,64  
2004-05-07,FRE,7.0  11.2  14.7  18.9,117  
2004-05-07,GEE,4.1   8.3  11.5  14.7,91  
2004-06-00,RIC,7.1  10.7 11.11 12.12,84  
2004-06-00,HAW,3.3   7.5  11.5  13.5,83  
2004-06-01,ESS,5.6   7.8 12.10 16.12,108  
2004-06-01,SYD,4.3   4.6   8.7  15.8,98  
2004-06-02,NM,6.3  14.7  17.8 18.11,119  
2004-06-02,WBD,4.2   9.2  12.6  19.6,120  
2004-06-03,STK,2.6   6.8  9.12 13.14,92  
2004-06-03,BRI,4.1   5.4   7.5  14.7,91  
2004-06-04,WCE,3.2   7.5   9.5  11.7,73  
2004-06-04,FRE,4.1   7.3  11.8 12.11,83  
2004-06-05,GEE,1.0   5.2  11.5 15.11,101  
2004-06-05,ADE,2.3   4.6   6.8  8.10,58  
2004-06-06,MEL,6.3  12.5  19.9 25.10,160  
2004-06-06,CAR,1.3   2.5   4.7   8.7,55  
2004-06-07,POR,1.5   7.7  11.9 14.17,101  
2004-06-07,COL,4.2   5.5  8.11 12.12,84  
2004-07-00,WBD,3.2   7.5  11.9 14.11,95  
2004-07-00,ESS,5.2  10.6  15.7 18.13,121  
2004-07-01,CAR,1.5   4.8   7.9 13.11,89  
2004-07-01,COL,3.3   5.7 10.11 11.14,80  
2004-07-02,FRE,1.4   1.4   6.5  11.6,72  
2004-07-02,STK,4.0   8.4  12.7 14.11,95  
2004-07-03,NM,1.6   5.6   8.7 11.10,76  
2004-07-03,BRI,2.3   8.6  15.7 18.12,120  
2004-07-04,POR,5.2   7.3   9.7  13.9,87  
2004-07-04,ADE,4.2  11.6 14.14 17.17,119  
2004-07-05,SYD,5.4   6.5   7.6   8.6,54  
2004-07-05,RIC,4.1   5.3   8.3  10.7,67  
2004-07-06,MEL,4.6   8.9 12.12 18.14,122  
2004-07-06,WCE,2.2   7.4   8.6  11.7,73  
2004-07-07,HAW,2.1   4.1   5.1   8.4,52  
2004-07-07,GEE,4.7  6.11 10.14 15.18,108  
2004-08-00,ADE,2.4   5.6  7.12 12.12,84  
2004-08-00,ESS,7.4  10.9 14.11 20.15,135  
2004-08-01,RIC,4.1   8.5  11.9 15.15,105  
2004-08-01,WBD,1.8  6.13  8.19 10.22,82  
2004-08-02,WCE,5.3  11.4  14.9 18.16,124  
2004-08-02,SYD,5.3   8.5  11.7  15.7,97  
2004-08-03,BRI,6.4   9.9 17.11 21.14,140  
2004-08-03,CAR,2.3   5.5   9.6  16.6,102  
2004-08-04,STK,6.3  10.7 15.10 21.12,138  
2004-08-04,COL,2.1   4.4  10.9 13.13,91  
2004-08-05,HAW,2.5   6.7   8.9 10.10,70  
2004-08-05,FRE,3.1   4.6   6.8  8.13,61  
2004-08-06,GEE,7.1   9.5  11.9 15.11,101  
2004-08-06,MEL,2.4   3.7  9.12 12.15,87  
2004-08-07,NM,5.1   8.6 18.12 21.14,140  
2004-08-07,POR,2.1   4.3   4.4   7.6,48  
2004-09-00,COL,1.2   4.6  7.10  9.14,68  
2004-09-00,ADE,5.2   6.5   7.8  9.11,65  
2004-09-01,MEL,3.5  7.10 11.14 13.18,96  
2004-09-01,NM,2.2   4.5   8.9 11.12,78  
2004-09-02,FRE,5.6  10.8 15.14 20.17,137  
2004-09-02,BRI,3.4   8.5   9.7 11.12,78  
2004-09-03,GEE,6.5  10.6 13.10 18.12,120  
2004-09-03,ESS,6.1   8.8 12.11 14.13,97  
2004-09-04,POR,4.6  9.10 12.12 19.14,128  
2004-09-04,RIC,0.2   1.3   4.4   7.8,50  
2004-09-05,SYD,4.4   5.8 10.13 11.14,80  
2004-09-05,HAW,0.1   5.3   8.4  12.7,79  
2004-09-06,CAR,5.1  10.4  12.4  12.7,79  
2004-09-06,WBD,7.3  10.5  16.5  16.8,104  
2004-09-07,STK,6.4  13.7  19.9 26.13,169  
2004-09-07,WCE,3.3   6.8  9.10  9.14,68  
2004-10-00,ESS,4.8 11.11 14.12 17.13,115  
2004-10-00,FRE,2.2   3.5   7.9 12.13,85  
2004-10-01,HAW,2.6   3.8   5.8  6.11,47  
2004-10-01,ADE,5.2   9.8 14.11 20.13,133  
2004-10-02,WCE,4.2   5.6 12.10 14.16,100  
2004-10-02,RIC,3.3   5.6   7.6   9.9,63  
2004-10-03,NM,5.4   6.6   6.9  9.11,65  
2004-10-03,COL,4.4   6.9 10.13 13.14,92  
2004-10-04,WBD,3.3   6.4   6.6  10.7,67  
2004-10-04,SYD,5.5  7.10 11.16 12.21,93  
2004-10-05,MEL,3.1   5.3   8.6 12.11,83  
2004-10-05,BRI,4.3  11.8  16.9 18.15,123  
2004-10-06,CAR,3.2   5.3  10.6 13.10,88  
2004-10-06,STK,7.5  19.6  26.7 31.10,196  
2004-10-07,POR,2.1   6.4  14.6  18.8,116  
2004-10-07,GEE,4.3   9.6  14.7 17.10,112  
2004-11-00,COL,3.2   8.3  12.6  14.9,93  
2004-11-00,WCE,5.4   6.6   8.7  11.9,75  
2004-11-01,HAW,2.2   5.3   7.6  12.8,80  
2004-11-01,ESS,6.4  10.5  19.8 24.10,154  
2004-11-02,ADE,5.6   6.6 10.12 12.15,87  
2004-11-02,CAR,1.1   5.4   7.5  14.7,91  
2004-11-03,NM,5.2   7.5  14.7 24.10,154  
2004-11-03,RIC,3.4   7.6   9.8  12.8,80  
2004-11-04,BRI,6.2   9.7 14.11 18.15,123  
2004-11-04,POR,2.7   6.8  8.13 12.14,86  
2004-11-05,SYD,4.4   7.7  14.9 17.10,112  
2004-11-05,STK,1.1   4.5   8.7 11.10,76  
2004-11-06,WBD,4.2   7.3   9.6  10.7,67  
2004-11-06,GEE,4.2   7.3  14.6 17.11,113  
2004-11-07,FRE,2.2   4.5   9.8   9.8,62  
2004-11-07,MEL,4.3   6.7   7.8 13.15,93  
2004-12-00,CAR,6.3   8.7  11.7 15.10,100  
2004-12-00,HAW,2.1   6.2  12.3  14.4,88  
2004-12-01,WBD,2.3   6.3  11.8 15.13,103  
2004-12-01,STK,4.3   8.6  9.10 11.14,80  
2004-12-02,ESS,7.2  11.4  12.8 14.12,96  
2004-12-02,BRI,5.1  13.3  20.9 25.12,162  
2004-12-03,WCE,4.3   7.9 11.17 15.18,108  
2004-12-03,ADE,1.4   3.6   4.8 11.10,76  
2004-12-04,POR,3.4  10.6 17.10 20.12,132  
2004-12-04,SYD,1.2   3.3   5.4  8.12,60  
2004-12-05,RIC,3.3   7.6   9.9 10.11,71  
2004-12-05,FRE,0.0   3.4   7.5  12.9,81  
2004-12-06,GEE,5.1   9.5  12.8 14.10,94  
2004-12-06,NM,5.0   9.2  10.5 12.12,84  
2004-12-07,MEL,3.5   4.5   7.8 12.10,82  
2004-12-07,COL,2.3   7.6  10.6  11.7,73  
2004-13-00,STK,3.2   5.4 10.10 19.13,127  
2004-13-00,HAW,6.2   6.6   7.7   9.7,61  
2004-13-01,GEE,2.3   5.4 10.10 13.14,92  
2004-13-01,BRI,3.5   5.7  8.10  9.11,65  
2004-13-02,RIC,2.2   5.3  13.5  14.9,93  
2004-13-02,CAR,5.2  12.7 16.10 18.16,124  
2004-13-03,FRE,4.3   7.3  12.3  16.6,102  
2004-13-03,POR,2.4   9.7  14.9 17.10,112  
2004-13-04,NM,5.4  10.8  15.9 16.12,108  
2004-13-04,WCE,5.1   8.5  10.5  11.9,75  
2004-13-05,ESS,2.1   4.3   8.6  10.9,69  
2004-13-05,MEL,1.6  6.14  9.16 13.17,95  
2004-13-06,ADE,7.1  10.4 16.10 20.13,133  
2004-13-06,WBD,3.5   9.7 11.10 15.11,101  
2004-13-07,SYD,5.2   6.3  10.5  13.7,85  
2004-13-07,COL,4.1   7.2   9.7 11.13,79  
2004-14-00,ESS,4.3   7.5  11.6  12.7,79  
2004-14-00,NM,3.3   6.6  9.12 14.16,100  
2004-14-01,CAR,3.1   4.7  9.10 12.12,84  
2004-14-01,SYD,3.2   8.4  10.5  15.5,95  
2004-14-02,COL,5.6  9.12 15.16 20.20,140  
2004-14-02,HAW,2.3   5.4   7.7  11.9,75  
2004-14-03,BRI,4.1  10.4  12.8 17.12,114  
2004-14-03,RIC,4.4   6.7 10.10 14.12,96  
2004-14-04,WCE,2.1   5.4   6.6   7.9,51  
2004-14-04,GEE,3.2   4.5   4.6   7.7,49  
2004-14-05,STK,2.1   3.2   5.3   7.5,47  
2004-14-05,POR,3.3   6.5  10.9  14.9,93  
2004-14-06,WBD,3.4   6.9  6.12 10.16,76  
2004-14-06,FRE,4.1   8.4  14.6  18.9,117  
2004-14-07,ADE,7.1  13.7 16.10 22.13,145  
2004-14-07,MEL,2.5   5.8  8.10 10.13,73  
2004-15-00,COL,3.2   6.6   7.9  9.11,65  
2004-15-00,GEE,3.2   5.9  7.14 12.22,94  
2004-15-01,HAW,2.3   4.5   8.8 12.10,82  
2004-15-01,WCE,3.4   8.6 10.10 12.14,86  
2004-15-02,RIC,4.2   7.6   8.8 11.11,77  
2004-15-02,ESS,2.1   7.2  14.9 24.11,155  
2004-15-03,FRE,6.2   9.4  11.5  12.7,79  
2004-15-03,NM,4.2   7.5   9.9 14.12,96  
2004-15-04,SYD,2.1   7.5   8.8  8.10,58  
2004-15-04,ADE,2.2   3.5   3.6   6.9,45  
2004-15-05,BRI,5.4   9.7 14.13 20.16,136  
2004-15-05,WBD,3.3   4.3   8.4  10.8,68  
2004-15-06,MEL,4.1  11.3  17.6  23.8,146  
2004-15-06,STK,4.2   8.6  11.8 13.11,89  
2004-15-07,POR,6.2  13.4  16.7 18.15,123  
2004-15-07,CAR,0.3   1.4   1.7  5.10,40  
2004-16-00,WCE,6.5   7.7  12.8  18.9,117  
2004-16-00,ESS,1.4   1.9  5.11 10.13,73  
2004-16-01,CAR,3.2   5.7  7.11  9.16,70  
2004-16-01,NM,3.3   5.4   7.6   9.8,62  
2004-16-02,RIC,4.1   4.3   5.5   9.7,61  
2004-16-02,STK,5.3  10.5  15.8  16.9,105  
2004-16-03,COL,2.4   5.5   7.5  11.7,73  
2004-16-03,BRI,1.2   5.7 12.11 16.13,109  
2004-16-04,ADE,2.3   6.3   8.5  12.8,80  
2004-16-04,FRE,2.2   7.2  10.8  14.8,92  
2004-16-05,GEE,3.1   3.8   7.9 11.11,77  
2004-16-05,SYD,1.6   3.7   6.8   9.8,62  
2004-16-06,MEL,2.7  5.11  9.16 12.21,93  
2004-16-06,WBD,2.4   3.8   5.9  7.13,55  
2004-16-07,HAW,1.3   4.4   5.8  7.11,53  
2004-16-07,POR,4.3   7.9 11.12 15.15,105  
2004-17-00,STK,6.4   9.5  15.6  20.7,127  
2004-17-00,ESS,2.1   4.3   9.7  14.8,92  
2004-17-01,NM,6.2  12.7  17.9 22.11,143  
2004-17-01,HAW,1.4   3.6   5.6   9.9,63  
2004-17-02,FRE,6.5  11.7  16.8 18.10,118  
2004-17-02,SYD,3.1   5.2  10.3  14.7,91  
2004-17-03,BRI,3.6  8.11 18.12 29.15,189  
2004-17-03,ADE,2.2   4.6  6.10  6.12,48  
2004-17-04,WBD,1.3   3.8  7.12  8.18,66  
2004-17-04,COL,3.5   6.9  9.12 17.13,115  
2004-17-05,POR,5.0  10.4  12.4  16.6,102  
2004-17-05,WCE,2.5   4.8  7.16  9.22,76  
2004-17-06,GEE,5.5  9.10 12.17 18.23,131  
2004-17-06,CAR,1.3   4.4   8.6  11.8,74  
2004-17-07,RIC,4.4   7.7   9.8 10.10,70  
2004-17-07,MEL,5.3  11.7 15.10 19.12,126  
2004-18-00,ADE,0.3  0.10  2.17  5.19,49  
2004-18-00,NM,1.7   1.8  2.10  5.12,42  
2004-18-01,CAR,3.3   5.8   8.8   9.9,63  
2004-18-01,FRE,4.4   6.7  9.12 16.15,111  
2004-18-02,COL,5.2   8.5  14.8 15.13,103  
2004-18-02,RIC,3.5   8.6 10.10 14.14,98  
2004-18-03,ESS,3.4   9.5  12.9 18.11,119  
2004-18-03,POR,2.7   4.8  8.11 11.13,79  
2004-18-04,SYD,3.6   6.8 11.10 12.11,83  
2004-18-04,BRI,1.2   3.5   5.8   7.9,51  
2004-18-05,GEE,6.2   8.5  13.6 15.11,101  
2004-18-05,STK,2.1   9.1  13.1  15.4,94  
2004-18-06,MEL,5.4   9.8 11.12 15.17,107  
2004-18-06,HAW,2.6   5.8   9.8   9.9,63  
2004-18-07,WCE,4.2   9.7 12.10 15.16,106  
2004-18-07,WBD,2.3   4.5   7.7   8.9,57  
2004-19-00,FRE,2.1   2.5   7.7  11.7,73  
2004-19-00,COL,3.9  4.14 10.17 14.22,106  
2004-19-01,STK,6.1   9.5  11.5  14.7,91  
2004-19-01,ADE,2.0   7.1   9.4  10.8,68  
2004-19-02,ESS,2.3   3.6   6.8   8.9,57  
2004-19-02,CAR,2.4   5.6  7.10 10.14,74  
2004-19-03,WBD,3.2   8.4  12.7 16.13,109  
2004-19-03,HAW,5.1  11.3  15.3  19.6,120  
2004-19-04,SYD,5.2   9.3  16.4  18.4,112  
2004-19-04,NM,2.4  3.10  8.12 17.16,118  
2004-19-05,BRI,2.1   6.6   8.7 10.13,73  
2004-19-05,WCE,4.6   8.9 10.14 12.15,87  
2004-19-06,RIC,3.2   4.9  7.14 11.17,83  
2004-19-06,GEE,5.4  7.10 11.13 16.18,114  
2004-19-07,POR,5.2   7.7 11.12 18.17,125  
2004-19-07,MEL,1.6   3.9  4.14  6.16,52  
2004-20-00,ESS,9.2  11.5  14.8 18.13,121  
2004-20-00,COL,2.4   5.6  10.8  13.9,87  
2004-20-01,GEE,1.9  3.11  8.15  9.21,75  
2004-20-01,FRE,0.1   3.2   3.4   3.7,25  
2004-20-02,HAW,2.3   2.3   6.4   6.7,43  
2004-20-02,BRI,2.5  3.12  6.14  8.18,66  
2004-20-03,MEL,0.1   3.2   6.4   7.4,46  
2004-20-03,SYD,3.3   7.7  10.7  10.7,67  
2004-20-04,WBD,3.3   5.7   6.7   9.7,61  
2004-20-04,POR,5.2  10.5  18.6  23.9,147  
2004-20-05,ADE,3.2   8.5  14.8 21.12,138  
2004-20-05,RIC,5.1   7.5  13.6  13.8,86  
2004-20-06,NM,7.0  11.1  12.3  15.6,96  
2004-20-06,STK,5.2  10.5  15.7  23.9,147  
2004-20-07,WCE,3.3   7.8 12.15 15.21,111  
2004-20-07,CAR,0.5   2.6   2.7  6.13,49  
2004-21-00,COL,3.3   4.8  5.12  9.16,70  
2004-21-00,POR,2.2   9.7 13.10 16.11,107  
2004-21-01,CAR,2.0   7.3  12.7  14.9,93  
2004-21-01,MEL,3.7   4.9  6.11  8.14,62  
2004-21-02,ADE,3.7  8.13 12.14 15.19,109  
2004-21-02,GEE,4.3   6.7 10.11 12.15,87  
2004-21-03,WBD,8.1  12.5  20.8 21.10,136  
2004-21-03,NM,4.6  8.10 11.13 15.16,106  
2004-21-04,SYD,2.2  10.2  15.6  17.8,110  
2004-21-04,ESS,3.9  6.11 11.15 12.18,90  
2004-21-05,BRI,2.2  10.3  15.8 20.10,130  
2004-21-05,STK,5.1   6.3   9.4  13.7,85  
2004-21-06,HAW,7.4   9.6 13.10 16.13,109  
2004-21-06,RIC,3.3   7.5   9.7  13.8,86  
2004-21-07,FRE,2.2   3.4   5.8   6.9,45  
2004-21-07,WCE,5.1  7.10  9.14 13.15,93  
2004-22-00,COL,5.3  10.5  11.8 16.11,107  
2004-22-00,CAR,3.2   7.4  12.6  17.6,108  
2004-22-01,RIC,4.4   4.7   5.8   6.8,44  
2004-22-01,SYD,3.2   6.7 10.10 16.12,108  
2004-22-02,WCE,2.5   6.8 10.11 15.17,107  
2004-22-02,MEL,2.2   4.7   6.7  10.7,67  
2004-22-03,STK,4.1   9.5  12.7 17.10,112  
2004-22-03,FRE,3.3   5.6   8.9 12.11,83  
2004-22-04,BRI,6.1  10.5 19.10 26.14,170  
2004-22-04,NM,3.1   6.2   7.3   9.3,57  
2004-22-05,ADE,2.1   4.2   8.5   9.6,60  
2004-22-05,POR,5.2   8.6 11.10 12.13,85  
2004-22-06,ESS,4.3   7.6  12.7 17.11,113  
2004-22-06,WBD,3.3   6.3   9.6 14.12,96  
2004-22-07,GEE,2.5  7.12 11.15 17.21,123  
2004-22-07,HAW,5.2   5.2   7.3   9.4,58  
2004-23-QualifyingFinal,BRI,6.3  11.8  17.9 23.11,149  
2004-23-QualifyingFinal,STK,3.2   4.4   6.7  10.9,69   
2004-24-EliminationFinal,ESS,5.2  11.6 11.10 15.14,104  
2004-24-EliminationFinal,MEL,5.2   6.5  13.6  15.9,99   
2004-25-EliminationFinal,SYD,2.2   7.5   9.8  11.9,75   
2004-25-EliminationFinal,WCE,2.5   2.5   4.8  4.10,34   
2004-26-QualifyingFinal,POR,5.2  11.4  13.7  18.9,117  
2004-26-QualifyingFinal,GEE,2.2   3.5   7.6   9.8,62   
2004-27-SemiFinal,STK,1.4   5.6  10.9 16.11,107  
2004-27-SemiFinal,SYD,2.3   4.4   7.4   8.8,56   
2004-28-SemiFinal,GEE,2.5   5.8  9.11 10.14,74   
2004-28-SemiFinal,ESS,0.4   1.6   4.8  9.10,64   
2004-29-PreliminaryFinal,POR,4.0   8.3  10.8 14.10,94   
2004-29-PreliminaryFinal,STK,4.5   7.5  10.9 13.10,88   
2004-30-PreliminaryFinal,BRI,3.3   6.4  9.10 12.12,84   
2004-30-PreliminaryFinal,GEE,3.5   5.8  8.12 10.15,75   
2004-31-GrandFinal,POR,4.5   6.6  12.8 17.11,113  
2004-31-GrandFinal,BRI,2.2   6.7   9.9 10.13,73   
2005-01-00,BRI,4.1  10.5  14.5  18.8,116  
2005-01-00,STK,2.4   6.6 12.11 13.15,93  
2005-01-01,NM,3.4   6.6  10.7  16.9,105  
2005-01-01,CAR,3.5   5.8  7.10 12.13,85  
2005-01-02,MEL,3.2   9.8 12.11 15.13,103  
2005-01-02,ESS,3.4   6.6   6.8   8.9,57  
2005-01-03,FRE,4.3   6.5  10.9 13.10,88  
2005-01-03,POR,2.1   5.5   6.6  7.11,53  
2005-01-04,SYD,4.1   9.4  12.8 18.10,118  
2005-01-04,HAW,2.1   3.4   4.6   8.7,55  
2005-01-05,RIC,4.3   6.5   9.6  15.8,98  
2005-01-05,GEE,6.2  12.6 19.10 25.10,160  
2005-01-06,ADE,3.3   5.7   7.9  7.11,53  
2005-01-06,WCE,1.1   3.4   6.5  9.10,64  
2005-01-07,COL,5.4   9.7 11.11 11.14,80  
2005-01-07,WBD,3.7   8.7  9.14 16.16,112  
2005-02-00,CAR,5.2   6.7  9.11 16.14,110  
2005-02-00,ESS,4.1   9.2  15.3  17.4,106  
2005-02-01,WBD,1.4   6.8 10.15 15.21,111  
2005-02-01,MEL,6.4  12.9 17.12 20.17,137  
2005-02-02,NM,2.5   4.8   7.9 12.10,82  
2005-02-02,SYD,2.5  4.11  7.14  7.17,59  
2005-02-03,WCE,3.2   5.6   9.9 12.12,84  
2005-02-03,GEE,1.6   4.9  6.11  8.14,62  
2005-02-04,POR,3.0   4.4   9.8  11.9,75  
2005-02-04,BRI,3.4   4.4   5.5  11.7,73  
2005-02-05,STK,1.0   5.4   6.6  8.11,59  
2005-02-05,FRE,1.3   6.3   7.7  8.10,58  
2005-02-06,COL,2.5   3.6  7.11 10.15,75  
2005-02-06,ADE,4.5   5.6   8.8  12.9,81  
2005-02-07,HAW,2.3   7.7 10.13 12.17,89  
2005-02-07,RIC,4.2   9.5  12.5  16.7,103  
2005-03-00,MEL,6.2  11.4  14.5  18.6,114  
2005-03-00,GEE,1.5   5.8  6.11  8.18,66  
2005-03-01,CAR,3.4   8.6  14.9 16.12,108  
2005-03-01,COL,3.1   5.7  14.8  20.8,128  
2005-03-02,STK,3.3   7.5  12.7  14.9,93  
2005-03-02,NM,2.2   6.3  10.7 15.10,100  
2005-03-03,BRI,1.5  4.10 10.14 11.15,81  
2005-03-03,SYD,1.3   2.4   6.6  13.9,87  
2005-03-04,FRE,2.4   7.6   9.7  12.8,80  
2005-03-04,WCE,2.4   3.9  7.14 12.16,88  
2005-03-05,ADE,3.2   9.5 13.13 18.16,124  
2005-03-05,POR,1.1   5.2   7.5   8.8,56  
2005-03-06,ESS,1.6  5.10  7.14 10.17,77  
2005-03-06,HAW,1.1   1.4   7.8  11.9,75  
2005-03-07,WBD,3.1   6.7  8.14 11.18,84  
2005-03-07,RIC,3.4   5.9  7.14 12.16,88  
2005-04-00,NM,4.4   7.5  11.6  14.9,93  
2005-04-00,COL,5.3   8.5  10.6 13.12,90  
2005-04-01,HAW,4.2  10.4  14.5  18.7,115  
2005-04-01,BRI,4.0   5.3   6.7  10.9,69  
2005-04-02,WCE,6.4   9.9 14.14 21.17,143  
2005-04-02,WBD,4.1   7.2  11.4  17.5,107  
2005-04-03,GEE,3.4  5.10 12.15 19.17,131  
2005-04-03,ESS,3.1   5.5   9.6  11.9,75  
2005-04-04,POR,6.3  11.6  13.9 15.19,109  
2005-04-04,CAR,3.2   8.5 12.11 16.13,109  
2005-04-05,SYD,4.2   7.5   9.8 11.13,79  
2005-04-05,ADE,4.3   6.5 10.11 18.12,120  
2005-04-06,RIC,5.5   7.7  13.9 14.16,100  
2005-04-06,FRE,1.4   4.5   4.6  7.10,52  
2005-04-07,STK,7.2   9.4  16.9 23.13,151  
2005-04-07,MEL,5.6  9.11 13.13 15.14,104  
2005-05-00,POR,3.1   8.1  12.5  15.5,95  
2005-05-00,GEE,3.4   7.4  11.6  15.9,99  
2005-05-01,NM,3.4   9.8 12.11 16.12,108  
